basisOfRecord,scientificName,taxonRank,countryCode,occurrenceID,catalogNumber,genus,specificEpithet,country,year,eventDate,locality,recordedBy,infraspecificEpithet,decimalLatitude,decimalLongitude,geodeticDatum,setID,verbatimEventDate,typeStatus,stateProvince,identifiedBy,dateIdentified,continent,identifier,month,day,county,modified,recordNumber,habitat,eventRemarks,coordinateUncertaintyInMeters,identificationRemarks,verbatimElevation,otherCatalogNumbers,collectionID,rightsHolder,verbatimLocality,datasetID,verbatimCoordinates,scientificNameAuthorship,kingdom,phylum,order,family,class,collectionCode,nomenclaturalCode,higherClassification,verbatimTaxonRank,institutionCode,occurrenceRemarks,higherGeography,municipality,georeferenceProtocol,fieldNumber,locationRemarks,islandGroup,island,taxonRemarks,identificationQualifier,startDayOfYear,sex,preparations,type,datasetName,informationWithheld,elevation,elevationAccuracy,fieldNotes,institutionID,taxonomicStatus,acceptedNameUsage,references,eventID,taxonID,locationID,identificationID,vernacularName,verbatimCoordinateSystem,ownerInstitutionCode,samplingProtocol,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,eventTime,endDayOfYear,occurrenceDetails,coordinatePrecision,waterBody,identificationVerificationStatus,identificationReferences,canonicalName,organismRemarks,establishmentMeans,relationshipRemarks,measurementRemarks,verbatimRecordedBy,verbatimLongitude,verbatimLatitude,georeferenceRemarks,language,languageRemarks,persistentID,jpegURL,tiffURL,jsonURL,pngSegAllURL,pngSegSelURL,DOI,jpegURL2,tiffURL2
PRESERVED_SPECIMEN,Carex flava L.,SPECIES,EE,TU303584,TU303584,Carex,flava,Estonia,1971,1971-07-10,"Jõgeva raj, Kuremaa",H. Jäär,,,,,TU,1971-07-10,,,H. Jäär,1971-07-10T00:00:00.000+0000,,TU303584,7,10,,,,habitat: järve lõunakaldast 10 m,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/519039,774094,3425,691183,803785,kollane tarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/519039,https://zenodo.org/record/1491040/files/TU303584.jpg,https://zenodo.org/record/1491040/files/TU303584.tif,https://zenodo.org/record/1491040/files/TU303584.json,,,http://dx.doi.org/10.5281/zenodo.1491040,,
PRESERVED_SPECIMEN,Carex goodenowii J.Gay,SPECIES,EE,TU303682,TU303682,Carex,goodenowii,Estonia,1958,1958-07-16,Pärnust lõunas Rannaküla ja Tahku vahel,L. Pihlapuu,,,,,TU,1958-07-16,,,L. Pihlapuu,1958-07-16T00:00:00.000+0000,,TU303682,7,16,,,,habitat: rannaniidul,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/520724,775779,205696,692868,806858,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/520724,https://zenodo.org/record/1491042/files/TU303682.jpg,https://zenodo.org/record/1491042/files/TU303682.tif,https://zenodo.org/record/1491042/files/TU303682.json,,,http://dx.doi.org/10.5281/zenodo.1491042,,
PRESERVED_SPECIMEN,Carex hartmanii Cajander,species,SE,http://id.luomus.fi/HA.H1003478,HA.H1003478,Carex,hartmanii,SE,1972,1972-01-01/1972-12-31,"Gotland: Ardre, Helgmyr.","Englund, B.",,,,,H,,Lectotype,,Aarno Kalela,1972,,http://tun.fi/MY.101176,,,,1382503558,,,,,,,H1003478,http://tun.fi/HR.129,Luomus,,GX.22,,Cajander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carex hartmanii,,,,,,,,,und,ZZ - translingual,http://id.luomus.fi/HA.H1003478,https://zenodo.org/record/1485536/files/HA.H1003478.jpg,https://zenodo.org/record/1485536/files/HA.H1003478.tif,https://zenodo.org/record/1485536/files/HA.H1003478.json,,,http://dx.doi.org/10.5281/zenodo.1485536,,
PRESERVED_SPECIMEN,Carex hirta L.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000025383805V,BR0000025383805V,Carex,hirta,Belgium,1981,1981-06-18,Meerbeek (Brabant),Luk De Ronde,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000025383805V,6,18,,2017-05-03,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nld,,http://www.botanicalcollections.be/specimen/BR0000025383805V,https://zenodo.org/record/1483393/files/BR0000025383805V.jpg,https://zenodo.org/record/1483393/files/BR0000025383805V.tif,https://zenodo.org/record/1483393/files/BR0000025383805V.json,,,http://dx.doi.org/10.5281/zenodo.1483393,,
PRESERVED_SPECIMEN,Carex L.,GENUS,CN,http://data.rbge.org.uk/herb/E00134418,E00134418,Carex,,China,1997,1997-07-18,"Above Maixiu Forestry Centre, Langzhang Valley.",Sino-British Qinghai Expedition 1997,,35.265,101.889444,WGS84,E,1997-07-18,,Qinghai,,,,http://data.rbge.org.uk/herb/E00134418,7,18,Huangnan Zang Aut. Pref.,2001-07-11,869,,,,,3180 M,BGBASE:82587,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,E,ICBN,,,E,,Outer China incl. Tibet,,,,,,,,,199,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,3180,0,Spikes nodding. Calcareous marshy meadow.,,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00134418,https://zenodo.org/record/1483749/files/E00134418.jpg,https://zenodo.org/record/1483749/files/E00134418.tif,https://zenodo.org/record/1483749/files/E00134418.json,https://zenodo.org/record/1483749/files/E00134418_all.png,https://zenodo.org/record/1483749/files/E00134418_sel.png,http://dx.doi.org/10.5281/zenodo.1483749,,
PRESERVED_SPECIMEN,Carex lenta D.Don,SPECIES,CN,http://data.rbge.org.uk/herb/E00113189,E00113189,Carex,lenta,China,1997,1997-09-30,Salween tributary along 'First School Valley' west of Fugong,Gaoligong Shan Expedition 1997,,26.9,98.85,WGS84,E,1997-09-30,,Yunnan,,,,http://data.rbge.org.uk/herb/E00113189,9,30,Nujiang Lisu Aut. Pref.,2000-08-21,9769,,,,,1600-1700 M,BGBASE:73373,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,E,ICBN,,,E,,"Inner China, Korea and Taiwan",,,,,,,,,273,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,1650,50,"herb growing by waterfall, forming loose clumps North and north east facing slopes",,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00113189,https://zenodo.org/record/1483725/files/E00113189.jpg,https://zenodo.org/record/1483725/files/E00113189.tif,https://zenodo.org/record/1483725/files/E00113189.json,https://zenodo.org/record/1483725/files/E00113189_all.png,https://zenodo.org/record/1483725/files/E00113189_sel.png,http://dx.doi.org/10.5281/zenodo.1483725,,
PRESERVED_SPECIMEN,Carex lepidocarpa Tausch,SPECIES,EE,TU262223,TU262223,Carex,lepidocarpa,Estonia,2006,2006-07-26,Kõlleste,Mare Toom,,,,,TU,2006-07-26,,,Mare Toom,2006-07-26T00:00:00.000+0000,,TU262223,7,26,Põlva maakond,,,habitat: lammisoo,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/234632,489685,3435,408583,311957,niidutarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/234632,https://zenodo.org/record/1487788/files/TU262223.jpg,https://zenodo.org/record/1487788/files/TU262223.tif,https://zenodo.org/record/1487788/files/TU262223.json,,,http://dx.doi.org/10.5281/zenodo.1487788,,
PRESERVED_SPECIMEN,Carex leporina L.,SPECIES,EE,TU275129,TU275129,Carex,leporina,Estonia,1960,1960-06-28,"Lohkva tee ääres, Tartust ca 0,5 km",V. Lilleleht,,,,,TU,1960-06-28,,,V. Lilleleht,1960-06-28T00:00:00.000+0000,,TU275129,6,28,,,,habitat: niit,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/513601,768656,3436,685745,795399,jänestarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/513601,https://zenodo.org/record/1487935/files/TU275129.jpg,https://zenodo.org/record/1487935/files/TU275129.tif,https://zenodo.org/record/1487935/files/TU275129.json,,,http://dx.doi.org/10.5281/zenodo.1487935,,
PRESERVED_SPECIMEN,Carex lupulina Muhl. ex Schkuhr,SPECIES,US,http://www.botanicalcollections.be/specimen/BR0000025289930,BR0000025289930,Carex,lupulina,United States,1832,1832-07-01,Bethlehem,Wied M.,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000025289930,7,,,2017-03-06,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,unchecked name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified,http://www.botanicalcollections.be/specimen/BR0000025289930,https://zenodo.org/record/1483535/files/BR0000025289930.jpg,https://zenodo.org/record/1483535/files/BR0000025289930.tif,https://zenodo.org/record/1483535/files/BR0000025289930.json,,,http://dx.doi.org/10.5281/zenodo.1483535,,
PRESERVED_SPECIMEN,Carex maritima Gunnerus,SPECIES,GB,4731a95e-6449-46a6-8fe2-670eda5c4dac,BM000909966,Carex,maritima,United Kingdom,1971,1971-07-14,,Anthony Clive Jermy,,58.430068,-3.464001,WGS84,BM,,,Scotland,,,EUROPE,4869064,7,14,,,8848,in dune flat with possible high winter water table,,,,,NHMUK:ecatalogue:4869064,,,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,BOT,,Cyperaceae,,NHMUK,,Europe; United Kingdom; Scotland,,,8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/4731a95e-6449-46a6-8fe2-670eda5c4dac,https://zenodo.org/record/1480453/files/BM000909966.jpg,https://zenodo.org/record/1480453/files/BM000909966.tif,https://zenodo.org/record/1480453/files/BM000909966.json,,,http://dx.doi.org/10.5281/zenodo.1480453,,
PRESERVED_SPECIMEN,Carex nigra Reich.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000025383867V,BR0000025383867V,Carex,nigra,Belgium,1977,1977-05-08,St-Job (Prov. Antwerpen),Jos Bijnens et al.,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000025383867V,5,8,,2017-05-03,108,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nld,,http://www.botanicalcollections.be/specimen/BR0000025383867V,https://zenodo.org/record/1483401/files/BR0000025383867V.jpg,https://zenodo.org/record/1483401/files/BR0000025383867V.tif,https://zenodo.org/record/1483401/files/BR0000025383867V.json,,,http://dx.doi.org/10.5281/zenodo.1483401,,
PRESERVED_SPECIMEN,Carex nigra Reich.,SPECIES,EE,TU303730,TU303730,Carex,nigra,Estonia,1972,1972-07-13,"Tartu rajoon, Tähtvere metskond",Ü. Paeväli,,,,,TU,1972-07-13,,,Ü. Paeväli,1972-07-13T00:00:00.000+0000,,TU303730,7,13,,,,habitat: soo serv,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/520909,775964,3444,693053,807113,lugatarn,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified Unidentified Balto-Finnic,https://plutof.ut.ee/#/specimen/view/520909,https://zenodo.org/record/1491046/files/TU303730.jpg,https://zenodo.org/record/1491046/files/TU303730.tif,https://zenodo.org/record/1491046/files/TU303730.json,,,http://dx.doi.org/10.5281/zenodo.1491046,,
PRESERVED_SPECIMEN,Carex nigra Reich.,SPECIES,EE,TU303780,TU303780,Carex,nigra,Estonia,1971,1971-06-27,"Põlva raj., Taevaskoja, Valgesoo veski juures",Lea Voosalu,,,,,TU,1971-06-27,,,Lea Voosalu,1971-06-27T00:00:00.000+0000,,TU303780,6,27,,,,habitat: Ahja jõe luhas (sängiservne luht),,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/525392,780447,3444,697536,812811,lugatarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/525392,https://zenodo.org/record/1491048/files/TU303780.jpg,https://zenodo.org/record/1491048/files/TU303780.tif,https://zenodo.org/record/1491048/files/TU303780.json,,,http://dx.doi.org/10.5281/zenodo.1491048,,
PRESERVED_SPECIMEN,Carex nigra Reich.,SPECIES,EE,TU303840,TU303840,Carex,nigra,Estonia,1973,1973-06-23,"Võru rajoon, Luutsniku",L. Ruusing,,,,,TU,1973-06-23,,,L. Ruusing,1973-06-23T00:00:00.000+0000,,TU303840,6,23,,,,"habitat: niit koolimajast 0,5 km lõunas",,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/525932,780987,3444,698076,813579,lugatarn,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified Unidentified Balto-Finnic,https://plutof.ut.ee/#/specimen/view/525932,https://zenodo.org/record/1491050/files/TU303840.jpg,https://zenodo.org/record/1491050/files/TU303840.tif,https://zenodo.org/record/1491050/files/TU303840.json,,,http://dx.doi.org/10.5281/zenodo.1491050,,
PRESERVED_SPECIMEN,Carex nigra Reich.,SPECIES,NL,http://data.biodiversitydata.nl/naturalis/specimen/L.2074347,L.2074347,Carex,nigra,Netherlands,2011,2011-06-10,"Venlo, Zwart Water.",Weeda EJ,,51.399333,6.184083,WGS84,L,2011/06/10,,Limburg,Weeda EJ,,EUROPE,L.2074347,6,10,,,,,,,,,,,,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,Botany,ICN,Plantae|Magnoliopsidae|Poales|Cyperaceae,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.biodiversitydata.nl/naturalis/specimen/L.2074347,https://zenodo.org/record/1486882/files/L.2074347.jpg,,https://zenodo.org/record/1486882/files/L.2074347.json,https://zenodo.org/record/1486882/files/L.2074347_all.png,https://zenodo.org/record/1486882/files/L.2074347_sel.png,http://dx.doi.org/10.5281/zenodo.1486882,,
PRESERVED_SPECIMEN,Carex oederi Retz.,SPECIES,EE,TU277653,TU277653,Carex,oederi,Estonia,1961,1961-06-13,"Loode-Eesti, Hanila Mõisaküla.",L. Pihlapuu,,,,,TU,1961-06-13,,,L. Pihlapuu,1961-06-13T00:00:00.000+0000,,TU277653,6,13,,,,habitat: Mereäärses kadastikus lohus.,,,Carex oederi Retz.,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/509470,764525,8583,681614,788101,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/509470,https://zenodo.org/record/1490969/files/TU277653.jpg,https://zenodo.org/record/1490969/files/TU277653.tif,https://zenodo.org/record/1490969/files/TU277653.json,,,http://dx.doi.org/10.5281/zenodo.1490969,,
PRESERVED_SPECIMEN,Carex oederi Retz.,SPECIES,EE,TU277666,TU277666,Carex,oederi,Estonia,1974,1974-07-05,"Haapsalu raj., Matsalu RLK-ala, Penijõe prooviala.",M. Ratas,,,,,TU,1974-07-05,,,M. Ratas,1974-07-05T00:00:00.000+0000,,TU277666,7,5,,,,habitat: C. elata mätastiku servas niiskel hõredalt taimistunud laigul.,,,Carex Oederi Retz.,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/509533,764588,8583,681677,788234,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/509533,https://zenodo.org/record/1490971/files/TU277666.jpg,https://zenodo.org/record/1490971/files/TU277666.tif,https://zenodo.org/record/1490971/files/TU277666.json,,,http://dx.doi.org/10.5281/zenodo.1490971,,
PRESERVED_SPECIMEN,Carex otrubae Podp.,SPECIES,EE,TU271167,TU271167,Carex,otrubae,Estonia,1928,1928-06-17,Manilaid,T. Lippmaa,,,,,TU,1928-06-17,,,H. Zingel,,,TU271167,6,17,,,,habitat: mereäärne niit,,,,,3027.,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,PR kategooria: puuduliku andmestikuga (DD); märkmikust E. Libe,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/407355,662410,3446,579523,643742,tihe tarn,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified Unidentified Balto-Finnic,https://plutof.ut.ee/#/specimen/view/407355,https://zenodo.org/record/1487875/files/TU271167.jpg,https://zenodo.org/record/1487875/files/TU271167.tif,https://zenodo.org/record/1487875/files/TU271167.json,,,http://dx.doi.org/10.5281/zenodo.1487875,,
PRESERVED_SPECIMEN,Carex paniculata L.,SPECIES,EE,TU262203,TU262203,Carex,paniculata,Estonia,2006,2006-07-26,Kõlleste,Mare Toom,,,,,TU,2006-07-26,,,Mare Toom,2006-07-26T00:00:00.000+0000,,TU262203,7,26,Põlva maakond,,,habitat: lammisoo,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/234610,489663,3449,408561,311910,pööristarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/234610,https://zenodo.org/record/1487783/files/TU262203.jpg,https://zenodo.org/record/1487783/files/TU262203.tif,https://zenodo.org/record/1487783/files/TU262203.json,,,http://dx.doi.org/10.5281/zenodo.1487783,,
PRESERVED_SPECIMEN,Carex pedata L.,SPECIES,EE,TU277837,TU277837,Carex,pedata,Estonia,1924,1924-06-26,"Saaremaa, Viidumäe.",K. Eichwald,,,,,TU,1924-06-26,,,K. Eichwald,1924-06-26T00:00:00.000+0000,,TU277837,6,26,,,,habitat: Niiskel heinamaa nõlval.,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/515086,770141,8588,687230,798099,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/515086,https://zenodo.org/record/1490973/files/TU277837.jpg,https://zenodo.org/record/1490973/files/TU277837.tif,https://zenodo.org/record/1490973/files/TU277837.json,,,http://dx.doi.org/10.5281/zenodo.1490973,,
PRESERVED_SPECIMEN,Carex pilulifera L.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000011230489,BR0000011230489,Carex,pilulifera,Belgium,1864,1864-06-01,La Hulpe,Bommer,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000011230489,6,,,2017-06-07,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://www.botanicalcollections.be/specimen/BR0000011230489,https://zenodo.org/record/1481049/files/BR0000011230489.jpg,https://zenodo.org/record/1481049/files/BR0000011230489.tif,https://zenodo.org/record/1481049/files/BR0000011230489.json,,,http://dx.doi.org/10.5281/zenodo.1481049,,
PRESERVED_SPECIMEN,Carex praecox Schreb.,SPECIES,EE,TU277391,TU277391,Carex,praecox,Estonia,1937,1937-06-25,"Estonia orientalis, umb. 1 km  Ratsimäe peatuskohast Valga poole, vahimaja 517 kohal raudteel.",K. Eichwald,,,,,TU,1937-06-25,,,K. Eichwald,1937-06-25T00:00:00.000+0000,,TU277391,6,25,,,,,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,Nr. 3468. Kordusleid 2. juulist 1936.,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/487905,742960,3452,660049,759395,varane tarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/487905,https://zenodo.org/record/1490959/files/TU277391.jpg,https://zenodo.org/record/1490959/files/TU277391.tif,https://zenodo.org/record/1490959/files/TU277391.json,,,http://dx.doi.org/10.5281/zenodo.1490959,,
PRESERVED_SPECIMEN,Carex remota L.,SPECIES,EE,TU260794,TU260794,Carex,remota,Estonia,1972,1972-07-23,Kõrgessaare metsk. kv. 97,V. Järviste | E. Varjend,,,,,TU,1972-07-23,,,E. Varjend | V. Järviste,1972-07-23T00:00:00.000+0000,,TU260794,7,23,Hiiumaa,,,habitat: lodumetsas,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,PR kategooria: ohulähedane (NT),,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/224384,479437,3455,398485,289989,varjutarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/224384,https://zenodo.org/record/1487724/files/TU260794.jpg,https://zenodo.org/record/1487724/files/TU260794.tif,https://zenodo.org/record/1487724/files/TU260794.json,,,http://dx.doi.org/10.5281/zenodo.1487724,,
PRESERVED_SPECIMEN,Carex remota L.,SPECIES,EE,TU260818,TU260818,Carex,remota,Estonia,1938,1938-07-27,"Estonia orientalis, Helme khk., Riidaja Morse külast lõunas",K. Eichwald,,,,,TU,1938-07-27,,,K. Eichwald,1938-07-27T00:00:00.000+0000,,TU260818,7,27,,,,habitat: lodumetsas,,,,,4009.,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,TU,,Viridiplantae; Anthophyta; Monocotyledonae; Poales; Cyperaceae; Carex,Species,UTE,PR kategooria: ohulähedane (NT),,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/224453,479506,3455,398554,290062,varjutarn,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/224453,https://zenodo.org/record/1487727/files/TU260818.jpg,https://zenodo.org/record/1487727/files/TU260818.tif,https://zenodo.org/record/1487727/files/TU260818.json,,,http://dx.doi.org/10.5281/zenodo.1487727,,
